frame,timestamp,fps,objects,contact_type,contact_active,is_persisting,flickers_so_far,dynamic_radius
45,22:42:12.707,8.2,1,NO,0,0,0,61
46,22:42:12.897,5.3,1,NO,0,0,0,61
47,22:42:13.016,8.3,1,NO,0,0,0,61
48,22:42:13.191,5.7,1,NO,0,0,0,61
49,22:42:13.289,10.1,1,NO,0,0,0,60
50,22:42:13.482,5.2,1,NO,0,0,0,60
51,22:42:13.604,8.2,1,NO,0,0,0,60
52,22:42:13.791,5.4,1,NO,0,0,0,60
53,22:42:13.894,9.7,1,NO,0,0,0,60
54,22:42:14.105,4.7,1,NO,0,0,0,59
55,22:42:14.204,10.1,1,NO,0,0,0,60
56,22:42:14.405,5.0,1,NO,0,0,0,60
57,22:42:14.502,10.3,1,NO,0,0,0,60
58,22:42:14.697,5.1,1,NO,0,0,0,60
59,22:42:14.806,9.2,1,NO,0,0,0,59
60,22:42:14.992,5.4,1,NO,0,0,0,59
61,22:42:15.060,14.4,1,NO,0,0,0,59
62,22:42:15.252,5.2,1,NO,0,0,0,59
63,22:42:15.361,9.3,1,NO,0,0,0,59
64,22:42:15.521,6.2,1,NO,0,0,0,59
65,22:42:15.610,11.3,1,NO,0,0,0,59
66,22:42:15.804,5.2,1,NO,0,0,0,59
67,22:42:15.902,10.2,1,NO,0,0,0,59
68,22:42:16.079,5.6,1,NO,0,0,0,59
69,22:42:16.204,8.0,1,NO,0,0,0,59
70,22:42:16.394,5.3,2,NO,0,0,0,59
71,22:42:16.476,12.1,2,NO,0,0,0,59
72,22:42:16.639,6.1,2,NO,0,0,0,59
73,22:42:16.755,8.7,2,NO,0,0,0,59
74,22:42:16.930,5.7,2,NO,0,0,0,59
75,22:42:17.042,8.9,2,NO,0,0,0,59
76,22:42:17.236,5.2,2,NO,0,0,0,58
77,22:42:17.348,8.9,2,NO,0,0,0,59
78,22:42:17.531,5.5,2,NO,0,0,0,59
79,22:42:17.634,9.7,2,NO,0,0,0,58
80,22:42:17.849,4.6,1,NO,0,0,0,58
81,22:42:17.960,9.0,1,NO,0,0,0,58
82,22:42:18.167,4.8,1,NO,0,0,0,58
83,22:42:18.275,9.3,1,NO,0,0,0,58
84,22:42:18.475,5.0,1,NO,0,0,0,58
85,22:42:18.591,8.6,1,NO,0,0,0,58
86,22:42:18.791,5.0,1,NO,0,0,0,58
87,22:42:18.861,14.3,1,NO,0,0,0,58
88,22:42:19.030,5.9,1,NO,0,0,0,57
89,22:42:19.153,8.1,1,NO,0,0,0,57
90,22:42:19.356,4.9,1,NO,0,0,0,57
91,22:42:19.480,8.0,1,NO,0,0,0,56
92,22:42:19.676,5.1,1,NO,0,0,0,56
93,22:42:19.809,7.5,1,NO,0,0,0,56
94,22:42:20.002,5.2,1,NO,0,0,0,55
95,22:42:20.111,9.2,1,NO,0,0,0,55
96,22:42:20.322,4.7,1,NO,0,0,0,55
97,22:42:20.435,8.8,1,NO,0,0,0,55
98,22:42:20.633,5.1,1,NO,0,0,0,56
99,22:42:20.731,10.2,1,NO,0,0,0,56
100,22:42:20.913,5.5,1,NO,0,0,0,56
101,22:42:21.069,6.4,1,NO,0,0,0,56
102,22:42:21.258,5.3,1,NO,0,0,0,55
103,22:42:21.364,9.4,1,NO,0,0,0,55
104,22:42:21.541,5.6,1,NO,0,0,0,56
105,22:42:21.668,7.9,1,NO,0,0,0,55
106,22:42:21.866,5.0,1,NO,0,0,0,55
107,22:42:21.984,8.5,1,NO,0,0,0,54
108,22:42:22.195,4.8,1,NO,0,0,0,53
109,22:42:22.314,8.4,1,NO,0,0,0,53
110,22:42:22.526,4.7,1,NO,0,0,0,52
111,22:42:22.595,14.4,1,NO,0,0,0,53
112,22:42:22.782,5.3,1,NO,0,0,0,53
113,22:42:22.903,8.3,1,NO,0,0,0,53
114,22:42:23.108,4.9,1,NO,0,0,0,53
115,22:42:23.219,9.1,1,NO,0,0,0,53
116,22:42:23.431,4.7,1,NO,0,0,0,53
117,22:42:23.547,8.6,1,NO,0,0,0,53
118,22:42:23.734,5.3,1,NO,0,0,0,52
119,22:42:23.880,6.8,1,NO,0,0,0,52
120,22:42:24.070,5.3,1,NO,0,0,0,52
121,22:42:24.176,9.5,1,NO,0,0,0,52
122,22:42:24.369,5.2,1,NO,0,0,0,52
123,22:42:24.432,15.9,1,NO,0,0,0,52
124,22:42:24.613,5.5,1,NO,0,0,0,51
125,22:42:24.716,9.8,1,NO,0,0,0,51
126,22:42:24.883,6.0,1,NO,0,0,0,51
127,22:42:25.001,8.5,1,NO,0,0,0,51
128,22:42:25.179,5.6,1,NO,0,0,0,51
129,22:42:25.261,12.3,1,NO,0,0,0,51
130,22:42:25.466,4.9,1,NO,0,0,0,51
131,22:42:25.555,11.3,1,NO,0,0,0,51
132,22:42:25.738,5.4,1,NO,0,0,0,51
133,22:42:25.848,9.2,1,NO,0,0,0,51
134,22:42:26.055,4.8,1,NO,0,0,0,50
135,22:42:26.174,8.5,1,NO,0,0,0,50
136,22:42:26.378,4.9,1,NO,0,0,0,50
137,22:42:26.483,9.5,1,NO,0,0,0,49
138,22:42:26.672,5.3,1,NO,0,0,0,49
139,22:42:26.794,8.3,1,NO,0,0,0,49
140,22:42:26.983,5.3,1,NO,0,0,0,49
141,22:42:27.075,10.9,1,NO,0,0,0,49
142,22:42:27.279,4.9,1,NO,0,0,0,49
143,22:42:27.386,9.3,1,NO,0,0,0,49
144,22:42:27.594,4.8,1,NO,0,0,0,49
145,22:42:27.688,10.7,1,NO,0,0,0,49
146,22:42:27.882,5.2,1,NO,0,0,0,49
147,22:42:27.984,9.8,1,NO,0,0,0,49
148,22:42:28.207,4.5,1,NO,0,0,0,49
149,22:42:28.294,11.5,1,NO,0,0,0,49
150,22:42:28.484,5.3,1,NO,0,0,0,49
151,22:42:28.599,8.7,1,NO,0,0,0,49
152,22:42:28.796,5.1,1,NO,0,0,0,49
153,22:42:28.911,8.7,1,NO,0,0,0,48
154,22:42:29.120,4.8,1,NO,0,0,0,49
155,22:42:29.239,8.4,1,NO,0,0,0,49
156,22:42:29.443,4.9,1,NO,0,0,0,48
157,22:42:29.533,11.2,1,NO,0,0,0,49
158,22:42:29.712,5.6,1,NO,0,0,0,49
159,22:42:29.812,9.9,1,NO,0,0,0,48
160,22:42:29.996,5.4,1,NO,0,0,0,48
161,22:42:30.101,9.5,1,NO,0,0,0,48
162,22:42:30.306,4.9,1,NO,0,0,0,48
163,22:42:30.438,7.6,1,NO,0,0,0,48
164,22:42:30.623,5.4,1,NO,0,0,0,48
165,22:42:30.710,11.5,1,NO,0,0,0,48
166,22:42:30.902,5.2,1,NO,0,0,0,48
167,22:42:31.031,7.8,1,NO,0,0,0,48
168,22:42:31.224,5.2,1,NO,0,0,0,48
169,22:42:31.378,6.5,1,NO,0,0,0,48
170,22:42:31.543,6.0,1,NO,0,0,0,48
171,22:42:31.654,9.0,1,NO,0,0,0,48
172,22:42:31.866,4.7,1,NO,0,0,0,48
173,22:42:31.944,12.7,1,NO,0,0,0,48
174,22:42:32.119,5.7,1,NO,0,0,0,48
175,22:42:32.218,10.1,1,NO,0,0,0,47
176,22:42:32.431,4.7,1,NO,0,0,0,47
177,22:42:32.527,10.4,1,NO,0,0,0,47
178,22:42:32.744,4.6,1,NO,0,0,0,47
179,22:42:32.850,9.4,1,NO,0,0,0,47
180,22:42:33.034,5.4,1,NO,0,0,0,47
181,22:42:33.111,13.0,1,NO,0,0,0,47
182,22:42:33.295,5.4,1,NO,0,0,0,47
183,22:42:33.405,9.1,1,NO,0,0,0,47
184,22:42:33.606,5.0,1,NO,0,0,0,47
185,22:42:33.737,7.7,1,NO,0,0,0,47
186,22:42:33.931,5.2,1,NO,0,0,0,47
187,22:42:34.050,8.3,1,NO,0,0,0,48
188,22:42:34.246,5.1,1,NO,0,0,0,48
189,22:42:34.360,8.8,1,NO,0,0,0,48
190,22:42:34.546,5.4,1,NO,0,0,0,48
191,22:42:34.648,9.9,1,NO,0,0,0,47
192,22:42:34.856,4.8,1,NO,0,0,0,47
193,22:42:34.972,8.7,1,NO,0,0,0,47
194,22:42:35.138,6.0,1,NO,0,0,0,47
195,22:42:35.215,13.2,1,NO,0,0,0,47
196,22:42:35.410,5.1,1,NO,0,0,0,47
197,22:42:35.511,10.0,1,NO,0,0,0,47
198,22:42:35.700,5.3,1,NO,0,0,0,47
199,22:42:35.831,7.7,1,NO,0,0,0,47
200,22:42:36.061,4.3,1,NO,0,0,0,47
201,22:42:36.160,10.0,1,NO,0,0,0,48
202,22:42:36.353,5.2,1,NO,0,0,0,48
203,22:42:36.433,12.5,1,NO,0,0,0,48
204,22:42:36.610,5.6,1,NO,0,0,0,48
205,22:42:36.718,9.3,1,NO,0,0,0,48
206,22:42:36.921,4.9,1,NO,0,0,0,48
207,22:42:37.030,9.2,1,NO,0,0,0,48
208,22:42:37.237,4.8,1,NO,0,0,0,47
209,22:42:37.340,9.7,1,NO,0,0,0,47
210,22:42:37.555,4.6,1,NO,0,0,0,47
211,22:42:37.677,8.2,1,NO,0,0,0,47
212,22:42:37.871,5.1,1,NO,0,0,0,47
213,22:42:37.979,9.3,1,NO,0,0,0,47
214,22:42:38.141,6.2,1,NO,0,0,0,47
215,22:42:38.267,7.9,1,NO,0,0,0,47
216,22:42:38.451,5.4,1,NO,0,0,0,47
217,22:42:38.556,9.5,1,NO,0,0,0,47
218,22:42:38.754,5.1,1,NO,0,0,0,47
219,22:42:38.871,8.5,1,NO,0,0,0,47
220,22:42:39.090,4.6,3,NO,0,0,0,47
221,22:42:39.187,10.4,3,NO,0,0,0,47
222,22:42:39.389,5.0,3,NO,0,0,0,47
223,22:42:39.482,10.7,3,NO,0,0,0,47
224,22:42:39.644,6.2,3,NO,0,0,0,47
225,22:42:39.753,9.2,3,NO,0,0,0,47
226,22:42:39.952,5.0,3,NO,0,0,0,47
227,22:42:40.064,8.9,3,NO,0,0,0,48
228,22:42:40.241,5.6,3,NO,0,0,0,48
229,22:42:40.330,11.4,3,NO,0,0,0,48
230,22:42:40.533,4.9,1,NO,0,0,0,48
231,22:42:40.604,14.1,1,NO,0,0,0,48
232,22:42:40.774,5.9,1,NO,0,0,0,48
233,22:42:40.887,8.8,1,NO,0,0,0,48
234,22:42:41.068,5.6,1,NO,0,0,0,48
235,22:42:41.187,8.4,1,NO,0,0,0,48
236,22:42:41.399,4.7,1,NO,0,0,0,48
237,22:42:41.473,13.4,1,NO,0,0,0,48
238,22:42:41.664,5.2,1,NO,0,0,0,48
239,22:42:41.788,8.0,1,NO,0,0,0,48
240,22:42:41.983,5.1,1,NO,0,0,0,48
241,22:42:42.092,9.2,1,NO,0,0,0,48
242,22:42:42.285,5.2,1,NO,0,0,0,48
243,22:42:42.379,10.6,1,NO,0,0,0,48
244,22:42:42.574,5.1,1,NO,0,0,0,48
245,22:42:42.683,9.1,1,NO,0,0,0,48
246,22:42:42.886,5.0,1,NO,0,0,0,48
247,22:42:43.011,8.0,1,NO,0,0,0,48
248,22:42:43.195,5.4,1,NO,0,0,0,47
249,22:42:43.317,8.2,1,NO,0,0,0,47
250,22:42:43.510,5.2,1,NO,0,0,0,48
251,22:42:43.598,11.3,1,NO,0,0,0,47
252,22:42:43.795,5.1,1,NO,0,0,0,47
253,22:42:43.891,10.3,1,NO,0,0,0,47
254,22:42:44.084,5.2,1,NO,0,0,0,47
255,22:42:44.175,11.0,1,NO,0,0,0,47
256,22:42:44.369,5.2,1,NO,0,0,0,47
257,22:42:44.475,9.4,1,NO,0,0,0,47
258,22:42:44.649,5.7,1,NO,0,0,0,47
259,22:42:44.751,9.9,1,NO,0,0,0,47
260,22:42:44.941,5.3,1,NO,0,0,0,47
261,22:42:45.043,9.8,1,NO,0,0,0,47
262,22:42:45.237,5.1,1,NO,0,0,0,48
263,22:42:45.334,10.4,1,NO,0,0,0,48
264,22:42:45.533,5.0,1,NO,0,0,0,48
265,22:42:45.635,9.9,1,NO,0,0,0,47
266,22:42:45.849,4.6,1,NO,0,0,0,48
267,22:42:45.963,8.8,1,NO,0,0,0,47
268,22:42:46.143,5.5,1,NO,0,0,0,47
269,22:42:46.226,12.1,1,NO,0,0,0,47
270,22:42:46.457,4.3,1,NO,0,0,0,47
271,22:42:46.587,7.8,1,NO,0,0,0,47
272,22:42:46.746,6.3,1,NO,0,0,0,47
273,22:42:46.833,11.6,1,NO,0,0,0,47
274,22:42:47.018,5.4,1,NO,0,0,0,47
275,22:42:47.147,7.7,1,NO,0,0,0,47
276,22:42:47.324,5.7,1,NO,0,0,0,47
277,22:42:47.418,10.6,1,NO,0,0,0,47
278,22:42:47.597,5.6,1,NO,0,0,0,48
279,22:42:47.698,9.9,1,NO,0,0,0,47
280,22:42:47.923,4.5,1,NO,0,0,0,47
281,22:42:48.023,9.9,1,NO,0,0,0,47
282,22:42:48.227,4.9,1,NO,0,0,0,48
283,22:42:48.356,7.9,1,NO,0,0,0,48
284,22:42:48.551,5.1,1,NO,0,0,0,48
285,22:42:48.653,9.8,1,NO,0,0,0,48
286,22:42:48.826,5.8,1,NO,0,0,0,48
287,22:42:48.951,8.0,1,NO,0,0,0,47
288,22:42:49.155,4.9,1,NO,0,0,0,47
289,22:42:49.262,9.4,1,NO,0,0,0,47
290,22:42:49.463,5.0,1,NO,0,0,0,47
291,22:42:49.575,9.0,1,NO,0,0,0,47
292,22:42:49.785,4.8,1,NO,0,0,0,47
293,22:42:49.861,13.2,1,NO,0,0,0,47
294,22:42:50.059,5.0,1,NO,0,0,0,47
295,22:42:50.193,7.5,1,NO,0,0,0,48
296,22:42:50.377,5.4,1,NO,0,0,0,48
297,22:42:50.492,8.7,1,NO,0,0,0,48
298,22:42:50.696,4.9,1,NO,0,0,0,48
299,22:42:50.812,8.6,1,NO,0,0,0,47
300,22:42:50.997,5.4,2,NO,0,0,0,48
301,22:42:51.085,11.4,2,NO,0,0,0,48
302,22:42:51.291,4.9,2,NO,0,0,0,48
303,22:42:51.413,8.2,2,NO,0,0,0,48
304,22:42:51.593,5.5,2,NO,0,0,0,48
305,22:42:51.677,11.9,2,NO,0,0,0,48
306,22:42:51.893,4.6,2,NO,0,0,0,48
307,22:42:52.005,8.9,2,NO,0,0,0,48
308,22:42:52.207,5.0,2,NO,0,0,0,49
309,22:42:52.314,9.3,2,NO,0,0,0,49
310,22:42:52.503,5.3,2,NO,0,0,0,49
311,22:42:52.601,10.2,2,NO,0,0,0,49
312,22:42:52.776,5.7,2,NO,0,0,0,49
313,22:42:52.879,9.7,2,NO,0,0,0,48
314,22:42:53.081,4.9,2,NO,0,0,0,48
315,22:42:53.207,7.9,2,NO,0,0,0,48
316,22:42:53.408,5.0,2,NO,0,0,0,48
317,22:42:53.526,8.6,2,NO,0,0,0,48
318,22:42:53.717,5.2,2,NO,0,0,0,48
319,22:42:53.814,10.4,2,NO,0,0,0,48
320,22:42:54.021,4.8,2,NO,0,0,0,48
321,22:42:54.114,10.6,2,NO,0,0,0,49
322,22:42:54.324,4.8,2,NO,0,0,0,49
323,22:42:54.430,9.4,2,NO,0,0,0,49
324,22:42:54.628,5.0,2,NO,0,0,0,49
325,22:42:54.708,12.4,2,NO,0,0,0,49
326,22:42:54.915,4.8,2,NO,0,0,0,49
327,22:42:55.034,8.4,2,NO,0,0,0,50
328,22:42:55.245,4.8,2,NO,0,0,0,50
329,22:42:55.347,9.7,2,NO,0,0,0,50
330,22:42:55.565,4.6,2,NO,0,0,0,51
331,22:42:55.645,12.6,2,NO,0,0,0,51
332,22:42:55.828,5.5,2,NO,0,0,0,52
333,22:42:55.950,8.2,2,NO,0,0,0,53
334,22:42:56.109,6.3,2,NO,0,0,0,53
335,22:42:56.192,11.9,2,NO,0,0,0,53
336,22:42:56.336,7.0,2,NO,0,0,0,54
337,22:42:56.423,11.5,2,NO,0,0,0,54
338,22:42:56.592,5.9,2,NO,0,0,0,55
339,22:42:56.686,10.6,2,NO,0,0,0,56
340,22:42:56.870,5.5,1,NO,0,0,0,56
341,22:42:56.986,8.6,1,NO,0,0,0,57
342,22:42:57.177,5.2,1,NO,0,0,0,57
343,22:42:57.262,11.8,1,NO,0,0,0,57
344,22:42:57.451,5.3,1,NO,0,0,0,58
345,22:42:57.550,10.0,1,NO,0,0,0,58
346,22:42:57.707,6.4,1,NO,0,0,0,58
347,22:42:57.810,9.7,1,NO,0,0,0,59
348,22:42:57.985,5.7,1,NO,0,0,0,60
349,22:42:58.069,11.8,1,NO,0,0,0,60
350,22:42:58.232,6.1,1,NO,0,0,0,60
351,22:42:58.334,9.9,1,NO,0,0,0,61
352,22:42:58.503,5.9,1,NO,0,0,0,61
353,22:42:58.603,10.0,1,NO,0,0,0,62
354,22:42:58.769,6.0,1,NO,0,0,0,62
355,22:42:58.893,8.0,1,NO,0,0,0,63
356,22:42:59.067,5.7,1,NO,0,0,0,63
357,22:42:59.144,13.2,1,NO,0,0,0,63
358,22:42:59.306,6.1,1,NO,0,0,0,63
359,22:42:59.374,14.7,1,NO,0,0,0,63
360,22:42:59.573,5.0,1,NO,0,0,0,64
361,22:42:59.632,16.9,1,NO,0,0,0,63
362,22:42:59.826,5.2,1,NO,0,0,0,63
363,22:42:59.909,12.0,1,NO,0,0,0,63
364,22:43:00.113,4.9,1,NO,0,0,0,63
365,22:43:00.221,9.3,1,NO,0,0,0,63
366,22:43:00.392,5.9,1,NO,0,0,0,63
367,22:43:00.503,9.0,1,NO,0,0,0,63
368,22:43:00.722,4.6,1,NO,0,0,0,63
369,22:43:00.831,9.1,1,NO,0,0,0,63
370,22:43:01.048,4.6,3,NO,0,0,0,63
371,22:43:01.134,11.8,3,NO,0,0,0,63
372,22:43:01.318,5.4,3,NO,0,0,0,63
373,22:43:01.410,10.8,3,NO,0,0,0,63
374,22:43:01.579,5.9,3,NO,0,0,0,63
375,22:43:01.683,9.6,3,NO,0,0,0,63
376,22:43:01.824,7.1,3,NO,0,0,0,63
377,22:43:01.930,9.4,3,NO,0,0,0,63
378,22:43:02.099,5.9,3,NO,0,0,0,63
379,22:43:02.185,11.6,3,NO,0,0,0,63
380,22:43:02.387,4.9,3,TOUCH,1,0,1,63
381,22:43:02.488,9.9,3,TOUCH,1,0,1,63
382,22:43:02.715,4.4,3,TOUCH,1,0,1,63
383,22:43:02.805,10.9,3,TOUCH,1,0,1,63
384,22:43:03.008,5.0,3,TOUCH,1,0,1,62
385,22:43:03.111,9.6,3,TOUCH,1,0,1,62
386,22:43:03.303,5.2,3,TOUCH,1,0,1,62
387,22:43:03.397,10.6,3,TOUCH,1,0,1,62
388,22:43:03.611,4.7,3,TOUCH,1,0,1,62
389,22:43:03.697,11.8,3,TOUCH,1,0,1,62
390,22:43:03.907,4.8,4,TOUCH,1,0,1,62
391,22:43:04.013,9.4,4,TOUCH,1,0,1,62
392,22:43:04.212,5.0,4,TOUCH,1,0,1,62
393,22:43:04.330,8.4,4,TOUCH,1,0,1,62
394,22:43:04.495,6.1,4,TOUCH,1,0,1,61
395,22:43:04.580,11.8,4,TOUCH,1,0,1,61
396,22:43:04.758,5.6,4,TOUCH,1,0,1,61
397,22:43:04.900,7.1,4,TOUCH,1,0,1,61
398,22:43:05.104,4.9,4,TOUCH,1,0,1,61
399,22:43:05.230,7.9,4,TOUCH,1,0,1,61
400,22:43:05.467,4.2,3,TOUCH,1,0,1,61
401,22:43:05.589,8.2,3,TOUCH,1,0,1,61
402,22:43:05.797,4.8,3,TOUCH,1,0,1,61
403,22:43:05.885,11.4,3,TOUCH,1,0,1,61
404,22:43:06.055,5.9,3,TOUCH,1,0,1,61
405,22:43:06.142,11.4,3,TOUCH,1,0,1,61
406,22:43:06.351,4.8,3,TOUCH,1,0,1,61
407,22:43:06.428,13.1,3,TOUCH,1,0,1,61
408,22:43:06.625,5.1,3,TOUCH,1,0,1,62
409,22:43:06.734,9.1,3,TOUCH,1,0,1,62
410,22:43:06.955,4.5,4,PERSIST,1,1,1,62
411,22:43:07.078,8.1,4,PERSIST,1,1,1,62
412,22:43:07.277,5.0,4,PERSIST,1,1,1,62
413,22:43:07.398,8.3,4,PERSIST,1,1,1,62
414,22:43:07.576,5.6,4,PERSIST,1,1,1,62
415,22:43:07.693,8.5,4,PERSIST,1,1,1,62
416,22:43:07.897,4.9,4,PERSIST,1,1,1,63
417,22:43:07.999,9.8,4,PERSIST,1,1,1,63
418,22:43:08.172,5.8,4,PERSIST,1,1,1,63
419,22:43:08.295,8.1,4,PERSIST,1,1,1,63
420,22:43:08.507,4.7,2,PERSIST,1,1,1,63
421,22:43:08.570,15.7,2,PERSIST,1,1,1,64
422,22:43:08.759,5.3,2,PERSIST,1,1,1,64
423,22:43:08.836,13.2,2,PERSIST,1,1,1,64
424,22:43:09.040,4.9,2,PERSIST,1,1,1,64
425,22:43:09.161,8.3,2,NO,0,0,2,64
426,22:43:09.374,4.7,2,NO,0,0,2,65
427,22:43:09.453,12.7,2,NO,0,0,2,65
428,22:43:09.606,6.5,2,NO,0,0,2,65
429,22:43:09.741,7.4,2,NO,0,0,2,65
430,22:43:09.918,5.6,2,NO,0,0,2,66
431,22:43:10.005,11.5,2,NO,0,0,2,66
432,22:43:10.167,6.2,2,NO,0,0,2,66
433,22:43:10.262,10.5,2,NO,0,0,2,66
434,22:43:10.459,5.1,2,NO,0,0,2,66
435,22:43:10.543,12.1,2,NO,0,0,2,67
436,22:43:10.686,6.9,2,NO,0,0,2,67
437,22:43:10.812,8.0,2,NO,0,0,2,67
438,22:43:10.999,5.3,2,NO,0,0,2,67
439,22:43:11.092,10.8,2,NO,0,0,2,67
440,22:43:11.309,4.6,1,TOUCH,1,0,3,67
441,22:43:11.402,10.7,1,TOUCH,1,0,3,67
442,22:43:11.590,5.3,1,TOUCH,1,0,3,67
443,22:43:11.676,11.7,1,TOUCH,1,0,3,67
444,22:43:11.889,4.7,1,TOUCH,1,0,3,67
445,22:43:11.999,9.1,1,TOUCH,1,0,3,67
446,22:43:12.196,5.1,1,TOUCH,1,0,3,68
447,22:43:12.282,11.7,1,TOUCH,1,0,3,68
448,22:43:12.465,5.4,1,TOUCH,1,0,3,68
449,22:43:12.580,8.8,1,TOUCH,1,0,3,68
450,22:43:12.768,5.3,1,PERSIST,1,1,3,68
451,22:43:12.897,7.7,1,PERSIST,1,1,3,68
452,22:43:13.084,5.3,1,PERSIST,1,1,3,68
453,22:43:13.196,9.0,1,PERSIST,1,1,3,68
454,22:43:13.401,4.9,1,PERSIST,1,1,3,68
455,22:43:13.468,14.8,1,PERSIST,1,1,3,68
456,22:43:13.626,6.3,1,PERSIST,1,1,3,68
457,22:43:13.722,10.5,1,PERSIST,1,1,3,68
458,22:43:13.930,4.8,1,PERSIST,1,1,3,68
459,22:43:14.032,9.8,1,PERSIST,1,1,3,68
460,22:43:14.218,5.4,2,PERSIST,1,1,3,68
461,22:43:14.312,10.5,2,PERSIST,1,1,3,68
462,22:43:14.512,5.0,2,PERSIST,1,1,3,68
463,22:43:14.610,10.2,2,PERSIST,1,1,3,68
464,22:43:14.771,6.2,2,PERSIST,1,1,3,69
465,22:43:14.873,9.9,2,NO,0,0,4,69
466,22:43:15.059,5.4,2,NO,0,0,4,68
467,22:43:15.130,14.0,2,NO,0,0,4,68
468,22:43:15.305,5.7,2,NO,0,0,4,69
469,22:43:15.375,14.3,2,NO,0,0,4,69
470,22:43:15.553,5.6,2,NO,0,0,4,69
471,22:43:15.678,8.0,2,NO,0,0,4,69
472,22:43:15.838,6.2,2,NO,0,0,4,69
473,22:43:15.920,12.2,2,NO,0,0,4,69
474,22:43:16.118,5.1,2,NO,0,0,4,69
475,22:43:16.206,11.4,2,NO,0,0,4,68
476,22:43:16.420,4.7,2,NO,0,0,4,68
477,22:43:16.549,7.8,2,NO,0,0,4,68
478,22:43:16.777,4.4,2,NO,0,0,4,68
479,22:43:16.879,9.8,2,NO,0,0,4,68
480,22:43:17.060,5.5,3,TOUCH,1,0,5,68
481,22:43:17.159,10.1,3,TOUCH,1,0,5,68
482,22:43:17.326,6.0,3,TOUCH,1,0,5,67
483,22:43:17.440,8.8,3,TOUCH,1,0,5,67
484,22:43:17.632,5.2,3,TOUCH,1,0,5,67
485,22:43:17.744,8.9,3,TOUCH,1,0,5,67
486,22:43:17.949,4.9,3,TOUCH,1,0,5,67
487,22:43:18.015,15.0,3,TOUCH,1,0,5,67
488,22:43:18.184,5.9,3,TOUCH,1,0,5,67
489,22:43:18.296,9.0,3,TOUCH,1,0,5,66
490,22:43:18.507,4.7,1,PERSIST,1,1,5,66
491,22:43:18.605,10.1,1,PERSIST,1,1,5,66
492,22:43:18.817,4.7,1,PERSIST,1,1,5,66
493,22:43:18.853,28.2,1,PERSIST,1,1,5,66
494,22:43:18.969,8.6,1,PERSIST,1,1,5,66
495,22:43:19.011,23.9,1,PERSIST,1,1,5,66
496,22:43:19.142,7.6,1,PERSIST,1,1,5,66
497,22:43:19.179,26.9,1,PERSIST,1,1,5,65
498,22:43:19.286,9.3,1,PERSIST,1,1,5,65
499,22:43:19.320,28.9,1,PERSIST,1,1,5,65
500,22:43:19.438,8.6,1,PERSIST,1,1,5,65
501,22:43:19.476,25.7,1,PERSIST,1,1,5,65
502,22:43:19.574,10.3,1,PERSIST,1,1,5,65
503,22:43:19.628,18.5,1,PERSIST,1,1,5,65
