frame,timestamp,fps,objects,contact_type,contact_active,is_persisting,flickers_so_far,dynamic_radius
730,01:14:50.387,8.9,0,NO,0,0,12,60
731,01:14:50.430,23.5,0,NO,0,0,12,60
732,01:14:50.533,9.7,0,NO,0,0,12,60
733,01:14:50.564,33.1,0,NO,0,0,12,60
734,01:14:50.645,12.3,0,NO,0,0,12,60
735,01:14:50.673,35.0,0,NO,0,0,12,60
736,01:14:50.755,12.3,0,NO,0,0,12,60
737,01:14:50.806,19.9,0,NO,0,0,12,60
738,01:14:50.921,8.7,0,NO,0,0,12,60
739,01:14:50.955,29.7,0,NO,0,0,12,60
740,01:14:51.057,9.7,0,NO,0,0,12,60
741,01:14:51.095,26.6,0,NO,0,0,12,60
742,01:14:51.188,10.8,0,NO,0,0,12,60
743,01:14:51.218,33.0,0,NO,0,0,12,60
744,01:14:51.306,11.4,0,NO,0,0,12,60
745,01:14:51.342,26.9,0,NO,0,0,12,60
746,01:14:51.458,8.7,0,NO,0,0,12,60
747,01:14:51.495,26.9,0,NO,0,0,12,60
748,01:14:51.588,10.8,0,NO,0,0,12,60
749,01:14:51.622,29.5,0,NO,0,0,12,60
750,01:14:51.790,5.9,0,NO,0,0,12,60
751,01:14:51.829,25.7,0,NO,0,0,12,60
752,01:14:51.924,10.5,0,NO,0,0,12,60
753,01:14:51.973,20.7,0,NO,0,0,12,60
754,01:14:52.079,9.4,0,NO,0,0,12,60
755,01:14:52.120,24.5,0,NO,0,0,12,60
756,01:14:52.262,7.0,0,NO,0,0,12,60
757,01:14:52.311,20.7,0,NO,0,0,12,60
758,01:14:52.419,9.2,0,NO,0,0,12,60
759,01:14:52.472,18.6,0,NO,0,0,12,60
760,01:14:52.614,7.0,0,NO,0,0,12,60
761,01:14:52.646,31.7,0,NO,0,0,12,60
762,01:14:52.732,11.7,0,NO,0,0,12,60
763,01:14:52.780,20.4,0,NO,0,0,12,60
764,01:14:52.887,9.4,0,NO,0,0,12,60
765,01:14:52.941,18.3,0,NO,0,0,12,60
766,01:14:53.088,6.8,0,NO,0,0,12,60
767,01:14:53.136,20.6,0,NO,0,0,12,60
768,01:14:53.246,9.1,0,NO,0,0,12,60
769,01:14:53.297,19.7,0,NO,0,0,12,60
770,01:14:53.397,10.0,0,NO,0,0,12,60
771,01:14:53.444,21.2,0,NO,0,0,12,60
772,01:14:53.558,8.8,0,NO,0,0,12,60
773,01:14:53.596,26.1,0,NO,0,0,12,60
774,01:14:53.680,11.9,0,NO,0,0,12,60
775,01:14:53.728,21.1,0,NO,0,0,12,60
776,01:14:53.843,8.7,0,NO,0,0,12,60
777,01:14:53.876,29.9,0,NO,0,0,12,60
778,01:14:53.971,10.5,0,NO,0,0,12,60
779,01:14:54.002,32.8,0,NO,0,0,12,60
780,01:14:54.186,5.4,0,NO,0,0,12,60
781,01:14:54.221,28.1,0,NO,0,0,12,60
782,01:14:54.343,8.3,0,NO,0,0,12,60
783,01:14:54.399,17.7,0,NO,0,0,12,60
784,01:14:54.515,8.6,0,NO,0,0,12,60
785,01:14:54.560,22.4,0,NO,0,0,12,60
